CENTRE NAME,SERVICE CODE,PHONE NUMBER,LATITUDE,LONGITUDE,SERVICE DAY,COMMUNITY,TOWN,APOSTLE,Apostleship
KB KANESHIE,454,233870351651,5.5291442,-0.2476717,THURSDAY,LATERBIOKOSHIE,BRITISH ACCRA,Opoku,Frank Opoku
KB KORLE GONNO BERNADO,511,233678442576,5.53486,-0.231889,THURSDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB KORLE GONNO CHARIS,508,233863778321,5.535251,-0.213043,THURSDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB KORLE GONNO FRUITFUL,457,233454558124,5.53486,-0.231889,THURSDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB KORLE GONNO TELL THEM,509,233250541624,5.534294,-0.211316,THURSDAY,BRITISH ACCRA EAST,BRITISH ACCRA,Opoku,Frank Opoku
KB LATERBIOKORSHIE AYIGBE TOWN,519,233277549290,5.5698182,-0.2870336,THURSDAY,LATERBIOKOSHIE,BRITISH ACCRA,Opoku,Frank Opoku
KB LATERBIOKORSHIE VICTORY,137,233217870560,5.534294,-0.211316,THURSDAY,LATERBIOKOSHIE,BRITISH ACCRA,Opoku,Frank Opoku
KB MAMPROBI,179,233879834541,5.539235,-0.21356,THURSDAY,BRITISH ACCRA EAST,BRITISH ACCRA,Opoku,Frank Opoku
KB MAMPROBI AMPLIFY,250,233340208954,5.535896,-0.226463,WEDNESDAY,BRITISH ACCRA EAST,BRITISH ACCRA,Opoku,Frank Opoku
KB MAMPROBI JOY,459,233088988028,5.559555,-0.233989,THURSDAY,,BRITISH ACCRA,Opoku,Frank Opoku
KB MAMPROBI SANTANA JOY,510,233788762404,5.534294,-0.211316,THURSDAY,BRITISH ACCRA EAST,BRITISH ACCRA,Opoku,Frank Opoku
KB USSHER FORT,358,233584739846,5.567872,-0.244585,WEDNESDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
KORLE GONNA BARCELONA JUNCTION,130,233529835539,5.536087,-0.242111,THURSDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KWASHIEMAN,86,233304217292,0,0,THURSDAY,ODORKOR,ODORKOR,Opoku,Frank Opoku
LATERBIOKORSHIE MUSTARD SEED,421,233946379459,5.53534,-0.23988,THURSDAY,LATERBIOKOSHIE,BRITISH ACCRA,Opoku,Frank Opoku
LIBERIA CAMP,119,233991292676,5.52737,-0.3283,THURSDAY,TN KASOA,KASOA,Opoku,Frank Opoku
MATAHEKO CAMPUS,174,233486918547,5.548053,-0.263911,THURSDAY,DANSOMAN EAST,DANSOMAN,Opoku,Frank Opoku
MATAHEKO CENTRE,37,233507310294,5.5317962,-0.258399,WEDNESDAY,DANSOMAN EAST,DANSOMAN,Opoku,Frank Opoku
METHODIST UNI AREA,176,233419608940,5.556541,-0.251227,THURSDAY,DANSOMAN CENTRAL,DANSOMAN,Opoku,Frank Opoku
ODORKOR,569,233297539574,0,0,THURSDAY,ODORKOR,ODORKOR,Opoku,Frank Opoku
ODORKOR / BUSIA,47,233839703870,5.580488,-0.247974,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
SAKAMAN CENTRE,69,233925636628,5.562484,271894,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
SSNIT FLATS,175,233193924943,5.567131,-0.256948,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
TN CHORKOR NOT A NOVICE,50,233376550508,5.54236,-0.249918,THURSDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
TN JAMESTOWN FAITH,19,233589336117,5.5280318,-0.2596122,WEDNESDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
TN KASOA,14,233660606050,5.4929863,-0.4106727,THURSDAY,TN KASOA,KASOA,Opoku,Frank Opoku
TN KORLE GONNO HEALING PRESENCE,20,233745541059,5.551141,-0.213798,WEDNESDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
